fuel_type,kms_run,sale_price,city,body_type,transmission,variant,registered_city,registered_state,rto,make,model,total_owners,car_rating,fitness_certificate,warranty_avail,age
diesel,96603,413899,mumbai,sedan,automatic,highline tdi at,mumbai,maharashtra,mh14,volkswagen,vento,3,great,True,False,7
diesel,16303,1247651,mumbai,suv,missing,s9,panvel,maharashtra,mh46,mahindra,scorpio,1,great,True,False,2
petrol,79397,170399,mumbai,sedan,manual,1.5 exi,mumbai,maharashtra,mh11,honda,city zx,2,great,True,False,13
diesel,27905,1718599,mumbai,luxury suv,automatic,3.0 at 4x2,vasai,maharashtra,mh48,toyota,fortuner,1,great,True,False,6
petrol,13154,1075000,mumbai,suv,missing,zxi smart hybrid at,pune,maharashtra,mh14,maruti,ertiga,1,great,True,False,2
petrol,92819,235799,mumbai,luxury sedan,missing,1.8 g,panvel,maharashtra,mh04,toyota,corolla altis,3,great,True,False,12
diesel,60588,816399,mumbai,luxury sedan,automatic,320d,mumbai,maharashtra,mh02,bmw,3 series,2,great,True,False,9
diesel,63181,1547116,mumbai,luxury sedan,automatic,320d luxuryline,mumbai,maharashtra,mh12,bmw,3 series,2,great,True,False,6
petrol & cng,102438,375000,mumbai,luxury sedan,manual,gl,vashi,maharashtra,mh46,toyota,corolla altis,2,great,True,False,10
petrol & cng,113703,277499,mumbai,hatchback,manual,magna o 1.2,thane,maharashtra,mh05,hyundai,i20,2,great,True,False,10
petrol,76286,183099,mumbai,hatchback,manual,magna 1.2,dombivali,maharashtra,mh04,hyundai,i10,2,good,True,False,12
petrol,70795,486899,mumbai,suv,manual,1.5 titanium ti vct,mumbai,maharashtra,mh01,ford,ecosport,1,great,True,False,6
diesel,95549,266099,mumbai,hatchback,manual,comfortline 1.2l diesel,mumbai west,maharashtra,mh02,volkswagen,polo,2,great,True,False,9
petrol,61552,272499,mumbai,sedan,manual,1.8v mt,thane,maharashtra,mh04,honda,civic,1,good,True,False,12
diesel,90404,565299,mumbai,luxury suv,manual,rx7,mumbai west,maharashtra,mh04,ssangyong,rexton,2,great,True,False,8
petrol,67206,398699,mumbai,hatchback,manual,xz 1.2 revotron,thane,maharashtra,mh04,tata,tiago,1,great,True,False,5
petrol & cng,111084,296799,mumbai,luxury suv,automatic,2.4 at,mumbai west,maharashtra,mh02,honda,crv,2,good,True,False,14
petrol & cng,101184,332099,mumbai,hatchback,manual,zxi,mumbai,maharashtra,mh03,maruti,swift,2,good,True,False,10
diesel,91620,2462277,mumbai,luxury suv,manual,2.8 4x2 mt,panvel,maharashtra,mh46,toyota,fortuner,1,great,True,False,4
diesel,127170,433999,mumbai,suv,manual,xv d thp premium 110 ps,thane,maharashtra,mh04,nissan,terrano,2,great,True,False,8
petrol & cng,115542,384599,mumbai,sedan,missing,v mt sunroof,panvel,maharashtra,mh01,honda,city,3,great,True,False,9
diesel,104672,492199,mumbai,suv,manual,1.5titanium tdci,kalyan,maharashtra,mh05,ford,ecosport,1,great,True,False,8
petrol,114958,206599,mumbai,hatchback,manual,magna plus,pune,maharashtra,mh12,hyundai,eon,1,great,True,False,8
diesel,113552,482899,mumbai,sedan,manual,v mt diesel,navi mumbai,maharashtra,mh43,honda,city,1,great,True,False,7
diesel,173347,877099,mumbai,luxury suv,manual,3.0 mt 4x4,navi mumbai,maharashtra,mh15,toyota,fortuner,2,great,True,False,10
diesel,247917,592399,mumbai,suv,manual,2.5 v 8 str,mumbai,maharashtra,mh04,toyota,innova,1,great,True,False,11
diesel,54802,3250000,mumbai,luxury suv,automatic,2.8 4x4 at,thane (w),maharashtra,mh04,toyota,fortuner,1,great,True,False,3
diesel,114975,237000,mumbai,sedan,manual,1.5 smt i dtec,mumbai,maharashtra,mh02,honda,amaze,2,great,True,True,8
petrol,41692,75000,mumbai,hatchback,manual,e 1.0,thane,maharashtra,mh04,chevrolet,spark,1,overpriced,False,True,10
diesel,70954,800000,mumbai,suv,manual,w10,thane,maharashtra,mh04,mahindra,xuv500,2,great,True,True,6
diesel,132353,60000,mumbai,sedan,manual,dle 1.5 dci,mahad,maharashtra,mh06,mahindra renault,logan,1,good,False,True,13
diesel,124051,364000,mumbai,luxury suv,manual,ambition 2.0 tdi 4x2,belapur,maharashtra,mh04,skoda,yeti,2,great,True,False,8
diesel,20017,820000,mumbai,suv,automatic,vdi amt,navi mumbai,maharashtra,mh43,maruti,vitara brezza,1,great,True,False,3
petrol,80200,120000,mumbai,hatchback,manual,vxi,sanpada,maharashtra,mh02,maruti,alto k10,2,fair,False,False,11
petrol & cng,17861,344000,mumbai,hatchback,manual,vxi cng,kalwan,maharashtra,mh04,maruti,celerio,1,great,True,False,6
diesel,40354,500000,mumbai,suv,manual,110 ps rxz diesel opt,kalyan,maharashtra,mh05,renault,duster,3,fair,True,False,9
petrol,38663,460000,mumbai,hatchback,manual,sigma 1.2 k12,pune,maharashtra,mh14,maruti,baleno,1,good,True,False,5
diesel,80403,800000,mumbai,sedan,manual,fluidic 1.6 crdi s,ratnagiri,maharashtra,mh08,hyundai,verna,1,fair,True,False,5
diesel,134600,350000,mumbai,suv,manual,ex,satara,maharashtra,mh01,tata,sumo gold,2,overpriced,True,False,7
petrol,58189,850000,mumbai,luxury sedan,automatic,elegance 1.8 tsi at,mumbai,maharashtra,mh01,skoda,superb,3,good,True,False,7
diesel,246865,700000,mumbai,suv,manual,2.5 gx 8 str bs iv,ratnagiri,maharashtra,mh08,toyota,innova,2,great,True,False,8
diesel,90458,150000,mumbai,hatchback,manual,dls,mumbai,maharashtra,mh01,tata,indica v2,2,overpriced,True,False,18
diesel,87671,420000,mumbai,suv,manual,rxz diesel 110,panvel,maharashtra,mh46,renault,duster,2,great,True,False,8
diesel,155130,380000,mumbai,suv,manual,2.5 g4 8 str,mumbai,maharashtra,mh02,toyota,innova,2,good,True,False,14
petrol,15417,275000,mumbai,hatchback,manual,lxi,ghaziabad,uttar pradesh,up14,maruti,alto 800,1,overpriced,True,True,9
petrol,34166,150000,mumbai,hatchback,manual,zxi,mumbai west,maharashtra,mh04,maruti,a star,2,fair,True,True,13
petrol,20612,600000,mumbai,suv,manual,1.5 v i vtec,navi mumbai,maharashtra,mh43,honda,mobilio,1,fair,True,False,6
petrol,25628,265000,mumbai,hatchback,manual,era plus,udupi,karnataka,ka20,hyundai,eon,1,fair,True,True,6
diesel,83602,1260000,mumbai,luxury sedan,manual,e 220 cdi elegance,panvel,maharashtra,mh06,mercedes benz,e class,2,fair,True,False,10
diesel,51516,600000,mumbai,suv,manual,xv 110 diesel,thane,maharashtra,mh01,nissan,terrano,2,good,True,False,7
petrol,33567,180000,mumbai,hatchback,manual,era 1.1 1rde2,mumbai east,maharashtra,mh03,hyundai,i10,1,fair,True,True,11
diesel,109598,1000000,mumbai,luxury suv,manual,3.0 mt 4x4,mumbai west,maharashtra,mh04,toyota,fortuner,2,good,True,False,11
petrol,83698,170000,mumbai,hatchback,manual,1.2 exi duratec,surat,gujarat,gj05,ford,figo,1,overpriced,True,True,9
petrol,8944,280000,mumbai,hatchback,manual,rxl,navi mumbai,maharashtra,mh43,renault,kwid,1,good,True,False,5
diesel,109198,350000,mumbai,sedan,manual,gd,thane,maharashtra,mh04,toyota,etios,1,good,True,False,9
diesel,53377,825000,mumbai,suv,manual,zdi plus dual tone,kalyan,maharashtra,mh05,maruti,vitara brezza,1,great,True,False,4
diesel,21926,825000,mumbai,sedan,manual,zdi shvs,mumbai,maharashtra,mh47,maruti,ciaz,1,great,True,False,5
petrol,32650,225000,mumbai,sedan,manual,vxi,thane,maharashtra,mh04,maruti,swift dzire,1,great,True,True,11
diesel,34871,1150000,mumbai,missing,missing,1.6 sx (o) at crdi,thane,maharashtra,mh04,hyundai,verna,1,overpriced,True,False,4
petrol,1791,508299,pune,hatchback,manual,xt 1.2 revotron,mumbai,maharashtra,mh47,tata,tiago,1,great,True,False,1
petrol,10229,568299,pune,hatchback,manual,delta 1.2 k12,mumbai west,maharashtra,mh02,maruti,baleno,1,great,True,False,5
petrol,36400,179199,pune,hatchback,manual,era plus,pune,maharashtra,mh12,hyundai,eon,1,great,True,False,9
petrol,14864,400099,pune,hatchback,manual,vxi,dombivali,maharashtra,mh05,maruti,swift,1,great,True,False,6
petrol,40006,278699,pune,hatchback,manual,vx,kalyan,maharashtra,mh05,toyota,etios liva,1,great,True,False,9
petrol,31398,474299,pune,hatchback,manual,asta at 1.2 kappa vtvt,jalgaon,maharashtra,mh19,hyundai,grand i10,1,great,True,False,6
petrol,34126,256799,pune,hatchback,manual,lxi,pune,maharashtra,mh12,maruti,alto 800,1,great,True,False,7
petrol,8974,413899,pune,hatchback,automatic,vxi amt,pune,maharashtra,mh12,maruti,wagon r 1.0,1,great,True,False,5
petrol,23210,268999,pune,hatchback,manual,1.2 s mt i vtec,mumbai west,maharashtra,mh02,honda,brio,1,great,True,False,9
petrol,25338,468499,pune,hatchback,manual,sportz 1.2 kappa vtvt,pune,maharashtra,mh12,hyundai,grand i10,1,great,True,False,5
petrol,14170,329899,pune,hatchback,automatic,vxi amt,pune,maharashtra,mh12,maruti,alto k10,1,great,True,False,6
petrol,15519,608899,pune,hatchback,manual,asta 1.2,thane,maharashtra,mh04,hyundai,elite i20,1,great,True,False,3
petrol,16251,363299,pune,hatchback,manual,vxi,pune,maharashtra,mh12,maruti,wagon r 1.0,1,great,True,False,7
petrol,12833,461399,pune,hatchback,manual,asta 1.2 kappa vtvt,pune,maharashtra,mh12,hyundai,grand i10,1,great,True,False,6
petrol,48362,290999,pune,hatchback,manual,lxi,pune,maharashtra,mh14,maruti,wagon r 1.0,1,great,True,False,8
petrol & cng,28987,414999,pune,hatchback,manual,lxi cng,pune,maharashtra,mh12,maruti,wagon r 1.0,2,great,True,False,4
petrol,43211,261499,pune,hatchback,manual,era 1.1 irde,pune,maharashtra,mh12,hyundai,i10,2,great,True,False,9
petrol,58344,142299,pune,sedan,manual,executive gle,mumbai,maharashtra,mh01,hyundai,accent,1,great,True,False,10
petrol,33642,417299,pune,sedan,manual,s 1.2,pune,maharashtra,mh12,hyundai,xcent,1,great,True,False,7
petrol,8767,248499,pune,hatchback,manual,era 1.1 irde,mumbai east,maharashtra,mh03,hyundai,i10,1,great,True,False,8
petrol,40636,260199,pune,hatchback,manual,1.2 e mt i vtec,yavatmal,maharashtra,mh29,honda,brio,1,great,True,False,9
petrol,21482,284099,pune,hatchback,manual,vxi,pune,maharashtra,mh14,maruti,wagon r 1.0,2,great,True,False,9
petrol,20577,396199,pune,hatchback,manual,vxi,pune,maharashtra,mh14,maruti,wagon r 1.0,1,great,True,False,4
petrol,7478,277599,pune,hatchback,manual,lxi,pune,maharashtra,mh12,maruti,alto 800,2,great,True,False,6
petrol,34994,423799,pune,sedan,manual,1.2 smt i vtec,pune,maharashtra,mh14,honda,amaze,1,great,True,False,6
petrol,32628,383899,pune,hatchback,manual,vxi,pune,maharashtra,mh12,maruti,swift,2,great,True,False,9
petrol,45056,373599,pune,hatchback,manual,vxi,pune,maharashtra,mh12,maruti,swift,2,great,True,False,8
petrol,44574,290899,pune,hatchback,manual,sportz 1.2 kappa2,pune,maharashtra,mh14,hyundai,i10,2,great,True,False,9
petrol,35957,226699,pune,hatchback,manual,vxi,pune,maharashtra,mh12,maruti,alto k10,2,great,True,False,7
petrol,20385,274299,pune,hatchback,manual,rxl,pune,maharashtra,mh12,renault,kwid,1,great,True,False,5
petrol,32014,400699,pune,hatchback,manual,xz 1.2 revotron,pune,maharashtra,mh14,tata,tiago,2,great,True,False,5
petrol,9755,520799,pune,sedan,manual,highline 1.2,mumbai east,maharashtra,mh03,volkswagen,ameo,1,great,True,False,5
petrol,30367,430299,pune,hatchback,manual,sportz 1.2 kappa vtvt,pune,maharashtra,mh14,hyundai,grand i10,1,great,True,False,5
petrol,15184,457499,pune,hatchback,manual,magna 1.2 kappa vtvt,pune,maharashtra,mh12,hyundai,grand i10,1,great,True,False,5
petrol,27404,448399,pune,hatchback,manual,asta at 1.2 kappa vtvt,pune,maharashtra,mh12,hyundai,grand i10,3,great,True,False,6
petrol,39459,247199,pune,hatchback,manual,lxi opt,pune,maharashtra,mh12,maruti,alto 800,1,great,True,True,4
petrol,54882,287399,pune,hatchback,manual,lxi,pune,maharashtra,mh12,maruti,swift,1,great,True,False,11
petrol,9296,322699,pune,hatchback,manual,vxi,mumbai,maharashtra,mh01,maruti,wagon r stingray,1,great,True,False,7
petrol,49377,351799,pune,hatchback,manual,magna 1.2 vtvt,pune,maharashtra,mh14,hyundai,grand i10,1,great,True,False,6
petrol,26494,357499,pune,hatchback,manual,vxi,nashik,maharashtra,mh15,maruti,wagon r 1.0,1,great,True,False,7
petrol,11077,409799,pune,hatchback,manual,vxi,pune,maharashtra,mh12,maruti,wagon r 1.0,1,great,True,False,4
petrol,36709,472799,pune,hatchback,manual,highline1.2l petrol,pune,maharashtra,mh12,volkswagen,polo,1,great,True,False,7
petrol,31741,313499,pune,hatchback,manual,sportz 1.2 kappa2,nagpur,maharashtra,mh31,hyundai,i10,1,great,True,False,9
petrol,4887,298699,pune,hatchback,manual,lxi,pune,maharashtra,mh12,maruti,alto 800,1,great,True,False,5
petrol,5562,567899,pune,missing,missing,zxi 1.2,pune,maharashtra,mh12,maruti,new  wagon-r,1,great,True,False,2
petrol,17416,272099,pune,hatchback,manual,era plus,pune,maharashtra,mh12,hyundai,eon,1,great,True,False,7
petrol,5844,482299,pune,hatchback,manual,sportz 1.2 kappa vtvt,pune,maharashtra,mh12,hyundai,grand i10,1,great,True,False,5
petrol,26051,290699,pune,hatchback,automatic,vxi amt,pune,maharashtra,mh12,maruti,alto k10,2,great,True,False,6
petrol,1805,482899,pune,hatchback,manual,magna 1.2 kappa vtvt,pune,maharashtra,mh12,hyundai,grand i10,1,great,True,False,4
diesel,46910,393699,pune,hatchback,manual,gd,pune,maharashtra,mh12,toyota,etios liva,1,great,True,False,8
petrol,43902,219599,pune,hatchback,manual,lxi,pune,maharashtra,mh12,maruti,alto 800,1,great,True,False,8
petrol,27090,418399,pune,hatchback,manual,vxi,kalyan,maharashtra,mh05,maruti,celerio x,1,great,True,False,3
petrol,39825,434199,pune,hatchback,manual,sportz 1.2 kappa vtvt,pune,maharashtra,mh14,hyundai,grand i10,1,great,True,False,4
petrol,48367,203599,pune,hatchback,manual,vxi,pune,maharashtra,mh12,maruti,alto k10,2,great,True,False,9
petrol,1139,485699,pune,hatchback,manual,sportz 1.2 kappa vtvt,pune,maharashtra,mh12,hyundai,grand i10,1,great,True,False,5
petrol,55905,258499,pune,hatchback,manual,lxi,pune,maharashtra,mh14,maruti,wagon r 1.0,1,great,True,False,8
petrol,64382,278999,pune,hatchback,automatic,sportz 1.2 at kappa2,pune,maharashtra,mh06,hyundai,i10,4,great,True,False,10
petrol,17753,240299,pune,hatchback,manual,lxi,pune,maharashtra,mh14,maruti,alto 800,1,great,True,False,6
petrol,32936,464599,pune,hatchback,manual,vxi,solapur,maharashtra,mh45,maruti,swift,1,great,True,False,6
petrol,22538,245799,pune,hatchback,manual,vxi,pune,maharashtra,mh14,maruti,alto 800,1,great,True,False,7
petrol,25351,547099,pune,hatchback,manual,sportz 1.2,pune,maharashtra,mh12,hyundai,elite i20,1,great,True,False,5
petrol,56689,249199,pune,hatchback,manual,era 1.1 irde,mumbai west,maharashtra,mh02,hyundai,i10,1,great,True,False,8
petrol,32785,580399,pune,hatchback,automatic,1.2 v at,mumbai,maharashtra,mh01,honda,jazz,1,great,True,False,5
petrol,25533,555199,pune,hatchback,manual,delta 1.2 k12,pune,maharashtra,mh14,maruti,baleno,1,great,True,False,4
petrol,16107,466399,pune,hatchback,manual,vxi,pune,maharashtra,mh12,maruti,swift,1,great,True,False,7
petrol,48837,205299,pune,hatchback,manual,lxi,pune,maharashtra,mh12,maruti,alto,1,great,True,False,10
petrol,59807,389399,pune,hatchback,manual,vxi,pune,maharashtra,mh14,maruti,swift,1,great,True,False,8
petrol,13563,362999,pune,hatchback,automatic,vxi (o) amt,pune,maharashtra,mh12,maruti,alto k10,1,great,True,False,3
petrol,37260,410799,pune,hatchback,manual,vxi,pune,maharashtra,mh12,maruti,swift,1,great,True,False,6
petrol,34281,265599,pune,hatchback,manual,magna 1.2 kappa2,pune,maharashtra,mh12,hyundai,i10,1,great,True,False,10
petrol,60563,230599,pune,hatchback,manual,magna 1.2,pune,maharashtra,mh03,hyundai,i10,2,great,True,False,11
petrol,23621,592899,pune,hatchback,manual,sportz 1.2,pune,maharashtra,mh12,hyundai,elite i20,1,great,True,False,5
petrol,58406,416099,pune,sedan,manual,highline petrol,thane,maharashtra,mh04,volkswagen,vento,1,great,True,False,8
petrol,16902,351199,pune,hatchback,manual,rxl,pune,maharashtra,mh14,renault,kwid,2,great,True,False,2
petrol,49741,473699,pune,sedan,manual,vxi 1.2 bs iv,pune,maharashtra,mh14,maruti,swift dzire,1,great,True,False,6
petrol,32919,521699,pune,hatchback,manual,delta 1.2 k12,panvel,maharashtra,mh46,maruti,baleno,1,great,True,False,5
petrol,4583,679999,pune,hatchback,manual,zeta 1.2 k12,pune,maharashtra,mh12,maruti,baleno,1,great,True,False,3
petrol,68406,337999,pune,hatchback,manual,1.2 s mt i vtec,pune,maharashtra,mh14,honda,brio,2,great,True,False,6
petrol,33435,471399,pune,hatchback,manual,asta at 1.2 kappa vtvt,pune,maharashtra,mh12,hyundai,grand i10,1,great,True,False,6
petrol,20101,525599,pune,hatchback,missing,sportz (o) 1.2 at vtvt,pune,maharashtra,mh12,hyundai,grand i10,1,great,True,False,4
petrol,66489,247399,pune,hatchback,manual,lxi,pune,maharashtra,mh12,maruti,wagon r 1.0,1,great,True,False,11
diesel,68471,393199,pune,hatchback,manual,vdi,pune,maharashtra,mh12,maruti,swift,1,great,True,False,10
petrol,50976,223899,pune,hatchback,manual,vxi,pune,maharashtra,mh14,maruti,alto k10,1,great,True,False,8
petrol,22513,346199,pune,hatchback,manual,rxt opt,pune,maharashtra,mh14,renault,kwid,2,great,True,False,3
petrol,39100,302299,pune,hatchback,manual,vxi,pune,maharashtra,mh12,maruti,alto 800,1,great,True,False,4
petrol,7954,324899,pune,hatchback,manual,vxi,pune,maharashtra,mh12,maruti,alto k10,1,good,True,False,6
petrol,31300,493199,pune,hatchback,manual,asta at 1.2 kappa vtvt,pune,maharashtra,mh12,hyundai,grand i10,2,great,True,False,6
petrol,56204,241499,pune,hatchback,manual,magna 1.2,pune,maharashtra,mh11,hyundai,i10,3,great,True,False,11
petrol,20007,207799,pune,hatchback,manual,lxi minor,pune,maharashtra,mh12,maruti,wagon r,1,great,True,False,12
petrol,13677,642399,pune,hatchback,manual,zeta 1.2 k12,pune,maharashtra,mh12,maruti,baleno,1,great,True,False,3
petrol,54473,276499,pune,hatchback,automatic,sportz 1.2 at kappa2,pune,maharashtra,mh12,hyundai,i10,2,great,True,False,10
petrol,24653,164499,pune,hatchback,manual,lxi,pune,maharashtra,mh12,maruti,alto,1,good,True,False,12
petrol,16266,487899,pune,hatchback,manual,vxi,pune,maharashtra,mh12,maruti,swift,1,great,True,False,5
petrol,48057,392699,pune,hatchback,manual,magna 1.2 kappa vtvt,pune,maharashtra,mh14,hyundai,grand i10,1,great,True,False,6
petrol & cng,66606,326799,pune,hatchback,manual,lxi cng,panvel,maharashtra,mh46,maruti,wagon r 1.0,1,great,True,False,7
petrol,24846,516299,pune,hatchback,manual,vxi,pune,maharashtra,mh12,maruti,swift,1,great,True,False,6
petrol,30559,429499,pune,hatchback,manual,asta at 1.2 kappa vtvt,pune,maharashtra,mh14,hyundai,grand i10,2,great,True,False,6
petrol,34558,158799,pune,hatchback,manual,lxi,pune,maharashtra,mh14,maruti,alto,1,great,True,False,12
petrol,55390,356899,pune,hatchback,manual,vxi,pune,maharashtra,mh12,maruti,wagon r 1.0,1,great,True,False,6
petrol,49788,226399,pune,sedan,manual,s mt petrol,mumbai,maharashtra,mh06,honda,city,4,great,True,False,12
petrol,30348,658399,pune,sedan,automatic,zxi amt,pune,maharashtra,mh14,maruti,dzire,1,great,True,False,4
petrol,41811,308799,pune,hatchback,manual,rxt opt,pune,maharashtra,mh12,renault,kwid,1,great,True,False,5
petrol,71758,314799,pune,sedan,manual,highline petrol,panvel,maharashtra,mh46,volkswagen,vento,1,great,True,False,10
petrol,73402,144699,pune,hatchback,manual,lt 1.0,pune,maharashtra,mh12,chevrolet,spark,1,great,True,False,10
diesel,60422,355599,pune,hatchback,manual,vdi,mumbai,maharashtra,mh01,maruti,swift,2,great,True,False,8
petrol,56479,259399,pune,hatchback,manual,vxi,pune,maharashtra,mh12,maruti,alto k10,1,great,True,False,7
petrol,54112,255499,pune,hatchback,manual,lxi,pune,maharashtra,mh14,maruti,alto 800,1,great,True,False,6
petrol,19824,427499,pune,hatchback,manual,vxi,pune,maharashtra,mh14,maruti,celerio,1,great,True,False,3
petrol,71720,226599,pune,hatchback,manual,sportz 1.2 kappa2,pune,maharashtra,mh12,hyundai,i10,2,good,True,False,10
petrol,52907,374999,pune,sedan,manual,comfortline 1.2,mumbai,maharashtra,mh01,volkswagen,ameo,1,great,True,False,5
petrol,54283,403199,pune,hatchback,manual,asta 1.2 kappa vtvt,mumbai,maharashtra,mh01,hyundai,grand i10,1,great,True,False,6
petrol,54988,373399,pune,hatchback,automatic,vxi amt,pune,maharashtra,mh12,maruti,wagon r 1.0,2,great,True,False,5
petrol,53317,304599,pune,hatchback,manual,vxi,pune,maharashtra,mh12,maruti,alto k10,1,great,True,False,6
petrol,58646,203799,pune,hatchback,manual,era plus,pune,maharashtra,mh14,hyundai,eon,2,great,True,False,9
petrol,47016,203799,pune,hatchback,manual,lxi minor,pune,maharashtra,mh12,maruti,wagon r,1,great,True,False,12
petrol,77355,266799,pune,hatchback,manual,lxi,pune,maharashtra,mh14,maruti,wagon r 1.0,1,great,True,False,9
petrol,64501,288399,pune,hatchback,manual,magna 1.2 kappa2,pune,maharashtra,mh12,hyundai,i10,1,great,True,False,8
petrol,71115,708899,pune,hatchback,automatic,gt tsi 1.2 petrol at,pune,maharashtra,mh12,volkswagen,polo,1,great,True,False,4
petrol,106705,248299,pune,hatchback,manual,highline1.2l petrol,pune,maharashtra,mh43,volkswagen,polo,2,great,True,False,11
petrol,1414,749399,pune,hatchback,missing,1.2 sports plus vtvt,pune,maharashtra,mh14,hyundai,elite i20,1,great,True,False,2
petrol,45308,632999,pune,hatchback,automatic,gt tsi 1.2 petrol at,pune,maharashtra,mh12,volkswagen,polo,1,great,True,False,5
diesel,80805,401399,pune,hatchback,manual,vdi,pune,maharashtra,mh12,maruti,swift,2,great,True,False,10
petrol,65640,458599,pune,hatchback,manual,magna 1.2,panvel,maharashtra,mh46,hyundai,elite i20,1,great,True,False,5
petrol,38598,612499,pune,hatchback,automatic,delta 1.2 k12 amt,pune,maharashtra,mh12,maruti,baleno,1,great,True,False,3
petrol,75320,155699,pune,hatchback,manual,lxi,mumbai,maharashtra,mh02,maruti,alto k10,1,great,True,False,11
diesel,13960,1526310,pune,luxury suv,manual,2.0 sport,pune,maharashtra,mh14,jeep,compass,1,great,True,False,3
petrol,70832,356799,pune,sedan,manual,1.2 smt i vtec,pune,maharashtra,mh04,honda,amaze,2,great,True,False,8
petrol,21509,600799,pune,hatchback,manual,1.2 s,thane,maharashtra,mh04,hyundai,i20 active,1,great,True,False,3
petrol,59950,476199,pune,sedan,manual,vxi 1.2 bs iv,pune,maharashtra,mh14,maruti,swift dzire,1,great,True,False,7
petrol,55009,432699,pune,hatchback,manual,asta at 1.2 kappa vtvt,pune,maharashtra,mh12,hyundai,grand i10,1,great,True,False,6
petrol,66904,375899,pune,hatchback,manual,vxi,pune,maharashtra,mh12,maruti,celerio,1,great,True,False,7
diesel,62876,625399,pune,hatchback,manual,alpha ddis 190,mumbai,maharashtra,mh47,maruti,baleno,1,great,True,False,5
petrol,61536,561099,pune,hatchback,automatic,zeta 1.2 k12 amt,pune,maharashtra,mh12,maruti,baleno,1,great,True,False,5
petrol,38522,547399,pune,missing,missing,vxi (o)1.ol ags,pune,maharashtra,mh12,maruti,new  wagon-r,1,great,True,False,2
petrol,77165,259999,pune,hatchback,manual,asta 1.2,pune,maharashtra,mh12,hyundai,i20,2,great,True,False,12
petrol,60172,201799,pune,hatchback,manual,magna 1.2,pune,maharashtra,mh12,hyundai,i10,3,good,True,False,12
diesel,7020,903499,pune,suv,manual,vdi shvs,pune,maharashtra,mh12,maruti,ertiga,1,great,True,False,3
petrol,45907,539899,pune,hatchback,manual,delta 1.2 k12,pune,maharashtra,mh14,maruti,baleno,1,great,True,False,5
petrol,70001,1196242,pune,luxury suv,missing,2.4 at 4wd avn,pune,maharashtra,mh03,honda,crv,2,great,True,False,6
petrol,63745,197599,pune,hatchback,manual,lxi minor,pune,maharashtra,mh12,maruti,wagon r,2,great,True,False,12
petrol,88454,362799,pune,hatchback,manual,vxi,panvel,maharashtra,mh46,maruti,swift,1,great,True,False,8
petrol,65402,120199,pune,hatchback,manual,vxi bs iii,mumbai east,maharashtra,mh06,maruti,wagon r,2,great,True,False,14
petrol,84803,401299,pune,sedan,manual,s 1.2 opt,pune,maharashtra,mh14,hyundai,xcent,1,great,True,False,7
petrol,54503,518699,pune,sedan,manual,vxi 1.2 bs iv,pune,maharashtra,mh12,maruti,swift dzire,1,great,True,False,5
petrol,89700,178899,pune,hatchback,manual,vxi,pune,maharashtra,mh14,maruti,a star,1,great,True,False,11
petrol,40214,179899,pune,hatchback,manual,magna,pune,maharashtra,mh12,hyundai,i10,3,good,True,False,14
petrol,73213,259199,pune,hatchback,manual,magna o 1.2,pune,maharashtra,mh14,hyundai,i20,3,great,True,False,11
petrol,83908,213399,pune,hatchback,manual,vxi bs iv,solapur,maharashtra,mh45,maruti,ritz,1,great,True,False,11
diesel,93514,408499,pune,sedan,manual,1.6 tdi mt ambition plus,pune,maharashtra,mh14,skoda,rapid,2,great,True,False,7
petrol,7769,726699,pune,hatchback,missing,1.2 sports plus vtvt,pune,maharashtra,mh14,hyundai,elite i20,1,great,True,False,2
petrol,71455,297299,pune,hatchback,manual,sportz 1.2 kappa2,pune,maharashtra,mh12,hyundai,i10,1,great,True,False,9
petrol,53513,196999,pune,hatchback,manual,lxi,pune,maharashtra,mh14,maruti,alto k10,2,good,True,False,9
petrol,51457,732699,pune,sedan,automatic,vx cvt petrol,mumbai,maharashtra,mh01,honda,city,1,great,True,False,6
petrol,87041,214699,pune,hatchback,manual,era plus,pune,maharashtra,mh14,hyundai,eon,1,great,True,False,8
petrol,84008,319399,pune,hatchback,manual,sportz 1.2 o,pune,maharashtra,mh12,hyundai,i20,2,great,True,False,10
petrol,88966,387099,pune,hatchback,automatic,vxi amt,kolhapur,maharashtra,mh09,maruti,celerio,1,great,True,False,4
diesel,46478,774599,pune,suv,manual,vdi shvs,pune,maharashtra,mh12,maruti,ertiga,1,great,True,False,5
petrol,77896,262599,pune,hatchback,manual,vxi,pune,maharashtra,mh12,maruti,wagon r,1,great,True,False,11
diesel,82936,283199,pune,hatchback,manual,1.4 titanium duratorq,pune,maharashtra,mh12,ford,figo,1,great,True,False,10
petrol,86031,256699,pune,hatchback,manual,rxl,pune,maharashtra,mh14,renault,kwid,1,great,True,False,5
petrol,10468,1108978,pune,suv,missing,1.0 turbo gdi sx+ at,pune,maharashtra,mh14,hyundai,venue,1,great,True,False,2
petrol,87978,154999,pune,hatchback,manual,lxi,pune,maharashtra,mh12,maruti,alto,1,good,True,False,12
petrol,75401,165799,pune,hatchback,manual,vxi,pune,maharashtra,mh14,maruti,alto k10,2,great,True,False,11
petrol,47439,202899,pune,hatchback,manual,gls,pune,maharashtra,mh12,hyundai,santro xing,1,good,True,False,12
petrol,65919,669299,pune,sedan,manual,zxi,pune,maharashtra,mh12,maruti,dzire,1,great,True,False,4
