fuel_type,kms_run,sale_price,city,body_type,transmission,variant,registered_city,registered_state,rto,make,model,total_owners,car_rating,fitness_certificate,warranty_avail,age
diesel,123181,685699,bengaluru,suv,manual,zdi,bengaluru,karnataka,ka02,maruti,vitara brezza,1,great,True,False,5
diesel,116056,538299,bengaluru,hatchback,manual,zdi,devanahalli,karnataka,ka43,maruti,swift,1,great,True,False,7
petrol,132016,583799,bengaluru,suv,manual,1.0 ecoboost titanium,bengaluru,karnataka,ka02,ford,ecosport,1,great,True,False,6
diesel,204298,729499,bengaluru,suv,manual,2.5 v 8 str,electronic city,karnataka,ka51,toyota,innova,2,great,True,False,12
diesel,184755,676099,bengaluru,suv,manual,2.5 v 8 str,bangalore k r puram,karnataka,ka01,toyota,innova,3,great,True,False,12
diesel,128855,749799,bengaluru,suv,manual,zdi plus dual tone,electronic city,karnataka,ka51,maruti,vitara brezza,1,great,True,False,4
petrol,28016,197399,bengaluru,hatchback,manual,d lite,bangalore south,karnataka,ka05,hyundai,eon,1,great,True,False,10
petrol,23047,129999,bengaluru,hatchback,manual,lx,bengaluru,karnataka,ka04,tata,nano,2,great,True,False,8
petrol,29225,279199,bengaluru,hatchback,manual,magna plus,bangalore south,karnataka,ka05,hyundai,eon,1,great,True,False,9
petrol,4108,419199,bengaluru,suv,manual,5 str,bengaluru,karnataka,ka51,maruti,eeco,1,great,True,False,1
petrol,35165,267699,bengaluru,hatchback,manual,lxi,bengaluru,karnataka,ka05,maruti,alto 800,2,great,True,False,8
petrol,10813,550499,bengaluru,hatchback,automatic,asta 1.2 at vtvt,bengaluru,karnataka,ka04,hyundai,grand i10,1,great,True,False,5
petrol,43520,198499,bengaluru,hatchback,manual,gls,bangalore south,karnataka,ka05,hyundai,santro xing,2,great,True,False,13
petrol,8996,531299,bengaluru,hatchback,manual,xz 1.2 revotron,bengaluru,karnataka,ka04,tata,tiago,1,great,True,False,3
petrol,13455,234299,bengaluru,hatchback,manual,t,bengaluru,karnataka,ka03,datsun,go,2,great,True,False,7
petrol,2496,359799,bengaluru,hatchback,manual,lxi opt,bengaluru,karnataka,ka03,maruti,alto,1,great,True,False,1
petrol,21863,396999,bengaluru,hatchback,missing,climber 1.0 at,bangalore k r puram,karnataka,ka53,renault,kwid,2,great,True,False,4
petrol,24421,287699,bengaluru,hatchback,manual,lxi,bengaluru,karnataka,ka03,maruti,wagon r 1.0,2,great,True,False,10
petrol,9495,302899,bengaluru,hatchback,manual,rxl,bengaluru,karnataka,ka41,renault,kwid,1,great,True,False,5
petrol,52088,343299,bengaluru,hatchback,manual,g,bangalore south,karnataka,ka05,toyota,etios liva,1,great,True,False,10
petrol,12639,581299,bengaluru,sedan,manual,cross 1.2 g,bangalore south,karnataka,ka05,toyota,etios,1,great,True,False,2
petrol,60,534999,bengaluru,hatchback,manual,xe 1.2 revotron,bengaluru,karnataka,ka03,tata,tiago,1,great,True,False,0
petrol,40705,365099,bengaluru,hatchback,manual,vxi,bengaluru,karnataka,ka41,maruti,celerio,1,great,True,False,7
petrol,4110,334099,bengaluru,missing,missing,8 str,bengaluru,karnataka,ka02,maruti,omni e,1,great,True,False,4
diesel,34831,372099,bengaluru,hatchback,manual,magna 1.1 crdi,bangalore k r puram,karnataka,ka53,hyundai,grand i10,2,great,True,False,8
petrol,8502,576599,bengaluru,missing,missing,zxi 1.2,bengaluru,karnataka,ka50,maruti,new  wagon-r,1,great,True,False,1
petrol & lpg,42663,186099,bengaluru,hatchback,manual,ls 1.0 lpg,bengaluru,karnataka,ka02,chevrolet,spark,1,good,True,False,11
petrol,16737,122099,bengaluru,hatchback,missing,lx special edition,bengaluru,karnataka,ka03,tata,nano,2,great,True,False,9
petrol,9146,452099,bengaluru,hatchback,automatic,vxi amt,bengaluru,karnataka,ka04,maruti,celerio,2,great,True,False,5
petrol,22996,650799,bengaluru,sedan,manual,fluidic 1.6 vtvt s (o)  mt,bangalore south,karnataka,ka05,hyundai,verna,1,great,True,False,6
petrol,52636,257499,bengaluru,hatchback,manual,lt opt petrol,bangalore k r puram,karnataka,ka53,chevrolet,beat,1,great,True,False,9
petrol,29482,271199,bengaluru,hatchback,manual,era plus,bangalore central,karnataka,ka01,hyundai,eon,1,great,True,False,8
petrol,37821,267399,bengaluru,hatchback,manual,lxi,karwar,karnataka,ka30,maruti,alto 800,1,great,True,False,8
petrol & lpg,20552,309599,bengaluru,suv,manual,std,bengaluru,karnataka,ka05,maruti,omni e,1,great,True,False,3
petrol,4001,404399,bengaluru,hatchback,manual,vxi plus,electronic city,karnataka,ka51,maruti,alto,1,great,True,False,1
petrol,10661,601299,bengaluru,hatchback,manual,vx  1.2,bangalore central,karnataka,ka01,honda,jazz,1,great,True,False,4
petrol,30997,305999,bengaluru,hatchback,manual,rxl,bengaluru,karnataka,ka01,renault,kwid,1,great,True,False,5
petrol,37541,485999,bengaluru,sedan,manual,vxi 1.2 bs iv,bangalore south,karnataka,ka05,maruti,swift dzire,1,great,True,False,7
petrol,26432,220299,bengaluru,hatchback,manual,lxi,bengaluru,karnataka,ka02,maruti,alto,1,great,True,False,12
petrol,48772,208199,bengaluru,hatchback,manual,lxi,chikmagalur,karnataka,ka09,maruti,alto k10,3,great,True,False,11
petrol,10441,512499,bengaluru,hatchback,manual,magna 1.2,bangalore south,karnataka,ka05,hyundai,elite i20,1,great,True,False,7
petrol,13484,398099,bengaluru,hatchback,missing,climber 1.0,bangalore south,karnataka,ka05,renault,kwid,1,great,True,False,2
petrol,59498,291599,bengaluru,hatchback,manual,1.2 zxi duratec,bengaluru,karnataka,ka05,ford,figo,1,great,True,False,10
petrol,29343,591999,bengaluru,hatchback,manual,1.2 v mt,bengaluru,karnataka,ka04,honda,jazz,1,great,True,False,4
petrol,10412,476499,bengaluru,hatchback,manual,vxi,bengaluru,karnataka,ka02,maruti,celerio,1,great,True,False,2
petrol,33823,405299,bengaluru,hatchback,missing,climber 1.0 at,bangalore k r puram,karnataka,ka53,renault,kwid,1,great,True,False,3
diesel,42474,368399,bengaluru,hatchback,manual,1.4 titanium duratorq,bengaluru,karnataka,ka04,ford,figo,1,great,True,False,8
petrol,54590,393199,bengaluru,sedan,manual,v,electronic city,karnataka,ka51,toyota,etios,1,great,True,False,10
petrol,8721,660999,bengaluru,hatchback,manual,delta 1.2 k12,bangalore south,karnataka,ka05,maruti,baleno,1,great,True,False,2
petrol,15912,483199,bengaluru,hatchback,manual,magna 1.2 kappa vtvt,bangalore south,karnataka,ka05,hyundai,grand i10,1,great,True,False,4
petrol,24289,638899,bengaluru,hatchback,missing,zxi+ bs iv,banglore-cafe dly,karnataka,ka03,maruti,swift,1,great,True,False,3
petrol,25667,343299,bengaluru,hatchback,manual,xm revotron,bengaluru,karnataka,ka53,tata,bolt,1,great,True,False,6
diesel,53501,397999,bengaluru,suv,manual,c8,bengaluru,karnataka,ka50,mahindra,quanto,1,great,True,False,8
petrol,22088,530599,bengaluru,hatchback,manual,xz 1.2 revotron,bengaluru,karnataka,ka03,tata,tiago,1,great,True,False,3
petrol,21026,540799,bengaluru,hatchback,manual,vxi,bengaluru,karnataka,ka05,maruti,swift,1,great,True,False,7
petrol,862,893299,bengaluru,hatchback,missing,v cvt,bangalore central,karnataka,ka04,toyota,glanza,1,great,True,False,1
petrol,41383,404499,bengaluru,hatchback,manual,vxi,banglore-cafe dly,karnataka,ka04,maruti,celerio,1,great,True,True,3
petrol,45210,210599,bengaluru,hatchback,automatic,twist xta,banglore-cafe dly,karnataka,ka03,tata,nano,3,great,True,False,6
diesel,53218,540399,bengaluru,suv,manual,sle bs iv,bangalore central,karnataka,ka01,mahindra,scorpio,1,great,True,False,10
petrol,55172,494899,bengaluru,hatchback,manual,zxi,bengaluru,karnataka,ka51,maruti,swift,1,great,True,False,7
petrol,32084,637099,bengaluru,sedan,manual,sv mt petrol,bengaluru,karnataka,ka03,honda,city,2,great,True,False,5
diesel,27457,644599,bengaluru,suv,manual,vdi shvs,new delhi,delhi,dl3c,maruti,ertiga,1,great,True,False,4
petrol,10350,544199,bengaluru,hatchback,manual,lxi,bangalore south,karnataka,ka05,maruti,swift,1,great,True,False,2
petrol,1943,560799,bengaluru,hatchback,missing,trendline 1.0 l petrol,bangalore central,karnataka,ka01,volkswagen,polo,1,great,True,False,3
petrol,4538,566999,bengaluru,missing,missing,1.1 sports amt,bangalore k r puram,karnataka,ka53,hyundai,new santro,1,great,True,False,2
petrol,64595,561199,bengaluru,sedan,manual,fluidic 1.6 sx vtvt,banglore-cafe dly,karnataka,ka03,hyundai,verna,1,great,True,False,7
petrol,32531,488399,bengaluru,hatchback,manual,asta 1.2 (o) vtvt,bengaluru,karnataka,ka03,hyundai,grand i10,1,great,True,False,6
petrol,5258,630699,bengaluru,hatchback,manual,zeta 1.2 k12,banglore-cafe dly,karnataka,ka03,maruti,baleno,2,great,True,False,4
petrol,9251,264399,bengaluru,hatchback,automatic,twist xta,bengaluru,karnataka,ka51,tata,nano,1,good,True,False,5
petrol,59779,331399,bengaluru,hatchback,manual,1.2 titanium duratec,bengaluru,karnataka,ka04,ford,figo,2,great,True,False,9
petrol,43203,433099,bengaluru,sedan,manual,vxi 1.2 bs iv,bangalore k r puram,karnataka,ka53,maruti,swift dzire,3,great,True,False,6
petrol,38309,511699,bengaluru,sedan,manual,s mt petrol,bengaluru,karnataka,ka53,honda,city,1,great,True,False,9
petrol,53440,303799,bengaluru,hatchback,manual,1.2 titanium duratec,bangalore south,karnataka,ka05,ford,figo,1,good,True,False,11
petrol,34441,647599,bengaluru,sedan,manual,vxi plus,banglore-cafe dly,karnataka,ka03,maruti,ciaz,1,great,True,False,5
petrol,60212,979899,bengaluru,luxury sedan,automatic,vl at,banglore-cafe dly,karnataka,ka03,toyota,corolla altis,2,great,True,False,5
diesel,34642,639299,bengaluru,hatchback,manual,highline1.5l diesel,bengaluru,karnataka,ka03,volkswagen,polo,1,great,True,False,5
petrol,47469,510799,bengaluru,hatchback,manual,zxi,banglore-cafe dly,karnataka,ka03,maruti,swift,1,great,True,False,7
petrol,18822,597399,bengaluru,hatchback,manual,delta 1.2 k12,bangalore k r puram,karnataka,ka53,maruti,baleno,1,great,True,False,4
petrol,11201,563999,bengaluru,hatchback,missing,xza 1.2 revotron,bengaluru,karnataka,ka03,tata,tiago,1,great,True,False,3
petrol,53321,523699,bengaluru,sedan,manual,v mt petrol,bengaluru,karnataka,ka05,honda,city,1,great,True,False,9
diesel,20413,928599,bengaluru,hatchback,manual,alpha ddis 190,bengaluru,karnataka,ka04,maruti,baleno,1,great,True,False,2
petrol,51020,727999,bengaluru,sedan,manual,v mt petrol,bangalore south,karnataka,ka05,honda,city,1,great,True,False,6
diesel,17773,660099,bengaluru,suv,missing,power+ sle,bengaluru,karnataka,ka04,mahindra,bolero,1,great,True,False,3
diesel,16594,1262296,bengaluru,missing,missing,m8 8 str,electronic city,karnataka,ka51,mahindra,marazzo,1,great,True,False,1
diesel,31349,474599,bengaluru,sedan,manual,1.6 tdi mt ambition plus,bengaluru,karnataka,ka01,skoda,rapid,1,good,True,False,9
petrol,68541,487499,bengaluru,sedan,manual,fluidic 1.6 sx vtvt,bengaluru,karnataka,ka03,hyundai,verna,2,great,True,False,10
diesel,37447,787599,bengaluru,suv,manual,zdi shvs,bengaluru,karnataka,ka05,maruti,ertiga,1,great,True,False,6
petrol,8946,605899,bengaluru,hatchback,missing,xz+ 1.2 revotron,bengaluru,karnataka,ka04,tata,tiago,1,great,True,False,2
diesel,102067,434299,bengaluru,suv,manual,sle bs iv,chickballapur,karnataka,ka40,mahindra,scorpio,2,great,True,False,10
diesel,50651,577799,bengaluru,sedan,manual,highline diesel,bengaluru,karnataka,ka03,volkswagen,vento,2,great,True,False,6
diesel,48411,713499,bengaluru,suv,manual,1.5titanium tdci,bengaluru,karnataka,ka04,ford,ecosport,1,great,True,False,6
petrol,92929,279299,bengaluru,hatchback,manual,magna 1.1 irde2,bengaluru,karnataka,ka04,hyundai,i10,2,great,True,False,9
petrol,28981,232699,bengaluru,hatchback,manual,lxi,bangalore k r puram,karnataka,ka53,maruti,zen estilo,1,great,True,False,12
petrol,71886,229799,bengaluru,hatchback,manual,1.2 titanium duratec,bengaluru,karnataka,ka02,ford,figo,3,great,True,False,11
petrol,62284,326699,bengaluru,hatchback,manual,1.2 base i vtec,bengaluru,karnataka,ka03,honda,jazz,1,good,True,False,11
petrol,2795,1716899,bengaluru,missing,missing,sharp dct petrol,bangalore central,karnataka,ka01,mg,hector,1,great,True,False,2
diesel,5175,860699,bengaluru,suv,missing,xm 1.5,bengaluru,karnataka,ka01,tata,nexon ,1,great,True,False,2
diesel,63366,1322599,bengaluru,luxury suv,automatic,w10 at,bengaluru,karnataka,ka04,mahindra,xuv500,1,great,True,False,4
petrol,12194,760599,bengaluru,hatchback,manual,asta 1.2 (o),bengaluru,karnataka,ka05,hyundai,elite i20,2,great,True,False,2
petrol,12750,822799,bengaluru,hatchback,automatic,alpha 1.2 k12 amt,bengaluru,karnataka,ka03,maruti,baleno,1,great,True,False,3
diesel,16565,835399,bengaluru,suv,manual,vdi opt,bengaluru,karnataka,ka03,maruti,vitara brezza,1,great,True,False,3
diesel,37032,855799,bengaluru,suv,automatic,rxl amt 110 ps,ullal,karnataka,ka41,renault,duster,1,great,True,False,5
diesel,94180,480099,bengaluru,sedan,manual,fluidic 1.6 sx crdi,bengaluru,karnataka,ka03,hyundai,verna,1,great,True,False,9
diesel,22558,731799,bengaluru,suv,manual,rxz diesel 110,bengaluru,karnataka,ka51,renault,duster,1,great,True,False,6
petrol,1424,810499,bengaluru,suv,manual,xm 1.2,bengaluru,karnataka,ka03,tata,nexon ,1,great,True,False,2
diesel,19301,714599,bengaluru,sedan,manual,vdi,bangalore k r puram,karnataka,ka53,maruti,dzire,1,great,True,False,3
petrol,58378,511199,bengaluru,suv,manual,vxi abs,bengaluru,karnataka,ka51,maruti,ertiga,2,great,True,False,7
petrol,29947,723299,bengaluru,hatchback,manual,gt tsi,bengaluru,karnataka,ka01,volkswagen,polo,1,great,True,False,5
petrol,5211,775899,bengaluru,hatchback,manual,asta 1.2 (o),bengaluru,karnataka,ka03,hyundai,elite i20,1,great,True,False,2
diesel,60330,589299,bengaluru,hatchback,manual,highline1.5l diesel,bengaluru,karnataka,ka02,volkswagen,polo,1,great,True,False,6
diesel,48538,735299,bengaluru,hatchback,manual,gt tdi 1.6 mt diesel,bangalore south,karnataka,ka05,volkswagen,polo,1,great,True,False,5
diesel,84840,362599,bengaluru,sedan,manual,highline diesel,bengaluru,karnataka,ka03,volkswagen,vento,3,great,True,False,9
petrol,49903,710199,bengaluru,suv,manual,zxi plus,bangalore south,karnataka,ka05,maruti,ertiga,1,great,True,False,5
diesel,23293,819799,bengaluru,suv,automatic,rxl amt 110 ps,bangalore k r puram,karnataka,ka53,renault,duster,1,great,True,False,5
petrol,84567,411399,bengaluru,sedan,manual,v mt petrol,bengaluru,karnataka,ka04,honda,city,1,great,True,False,10
petrol,97059,313399,bengaluru,hatchback,manual,asta 1.2,bengaluru,karnataka,ka03,hyundai,i20,2,great,True,False,11
petrol,118121,138499,bengaluru,hatchback,manual,lxi,electronic city,karnataka,ka51,maruti,zen estilo,1,great,True,False,14
petrol,80771,256399,bengaluru,hatchback,manual,xv petrol,electronic city,karnataka,ka51,nissan,micra,3,great,True,False,11
petrol,41249,768599,bengaluru,sedan,manual,vx mt petrol,bangalore south,karnataka,ka05,honda,city,1,great,True,False,6
petrol,23384,818699,bengaluru,suv,automatic,rxs cvt 106 ps,bangalore central,karnataka,ka01,renault,duster,1,great,True,False,4
petrol,98364,228599,bengaluru,hatchback,manual,magna 1.2,electronic city,karnataka,ka51,hyundai,i10,2,great,True,False,12
petrol,9831,872599,bengaluru,sedan,manual,v mt petrol,bengaluru,karnataka,ka04,honda,city,1,great,True,False,3
diesel,73366,463099,bengaluru,sedan,manual,1.6 tdi mt ambition plus,bengaluru,karnataka,ka02,skoda,rapid,1,great,True,False,8
petrol,61191,446799,bengaluru,hatchback,manual,lxi opt,electronic city,karnataka,ka05,maruti,swift,2,great,True,False,5
diesel,77208,404199,bengaluru,hatchback,manual,trendline 1.2l diesel,bengaluru,karnataka,ka04,volkswagen,polo,1,great,True,False,9
petrol,37231,621699,bengaluru,hatchback,manual,delta 1.2 k12,banglore-cafe dly,karnataka,ka02,maruti,baleno,1,great,True,False,2
diesel,33834,1566099,bengaluru,luxury suv,missing,w11 (o),bengaluru,karnataka,ka51,mahindra,xuv500,1,great,True,False,3
petrol,103319,180499,bengaluru,sedan,manual,gle,bengaluru,karnataka,ka03,hyundai,accent,3,great,True,False,13
diesel,83418,788299,bengaluru,suv,automatic,rxz amt 110 ps,bangalore central,karnataka,ka02,renault,duster,1,great,True,False,5
petrol,19605,880499,bengaluru,suv,automatic,xza + 1.2 petrol a/t,bengaluru,karnataka,ka03,tata,nexon ,1,great,True,False,2
petrol,67946,408899,bengaluru,hatchback,manual,vxi,bangalore central,karnataka,ka01,maruti,wagon r 1.0,1,great,True,False,7
diesel,68359,1959297,bengaluru,luxury suv,automatic,3.0 at 4x2,bengaluru,karnataka,ka05,toyota,fortuner,1,great,True,False,6
diesel,40302,976899,bengaluru,suv,missing,1.4 e plus crdi,bengaluru,karnataka,ka41,hyundai,creta,1,great,True,False,3
petrol,94711,250799,bengaluru,sedan,manual,zxi,bangalore central,karnataka,ka01,maruti,sx4,2,great,True,False,13
petrol,9236,988099,bengaluru,suv,missing,1.0 ecoboost titanium sports(sunroof),bengaluru,karnataka,ka51,ford,ecosport,1,great,True,False,2
diesel,126624,859699,bengaluru,luxury suv,manual,3.0 mt 4x4,bangalore south,karnataka,ka03,toyota,fortuner,3,great,False,False,12
diesel,62730,988599,bengaluru,luxury suv,manual,w8 fwd,bengaluru,karnataka,ka03,mahindra,xuv500,1,great,True,False,6
diesel,65477,1067770,bengaluru,luxury suv,manual,w10,bangalore central,karnataka,ka03,mahindra,xuv500,1,great,True,False,6
petrol,94106,267799,bengaluru,hatchback,manual,magna 1.1 irde2,bangalore south,karnataka,ka05,hyundai,i10,2,great,True,False,9
diesel,88446,303099,bengaluru,sedan,manual,trendline 2.0l tdi,bengaluru,karnataka,ka05,volkswagen,jetta,4,good,True,False,10
diesel,57322,977499,bengaluru,luxury suv,manual,w8 fwd,bengaluru,karnataka,ka03,mahindra,xuv500,1,great,True,False,6
diesel,80797,1322391,bengaluru,luxury suv,automatic,w10 at awd,bengaluru,karnataka,ka01,mahindra,xuv500,1,great,True,False,4
diesel,72406,1015553,bengaluru,suv,missing,1.6 sx (o) crdi,electronic city,karnataka,ka51,hyundai,creta,1,great,True,False,6
diesel,104496,335199,bengaluru,suv,manual,pure 4x2,bengaluru,karnataka,ka53,tata,aria,2,great,True,False,10
diesel,37382,855899,bengaluru,hatchback,manual,gt tdi,bengaluru,karnataka,ka03,volkswagen,polo,1,great,True,False,2
petrol,82343,680299,bengaluru,suv,manual,zxi plus,kolar,karnataka,ka08,maruti,ertiga,1,great,True,False,5
petrol,85984,205499,bengaluru,hatchback,manual,ls petrol,electronic city,karnataka,ka51,chevrolet,beat,1,great,True,False,8
diesel,154914,448099,bengaluru,luxury sedan,manual,ambiente 2.0 tdi cr mt,bangalore central,karnataka,ka01,skoda,laura,2,great,True,False,9
petrol,97002,1316099,bengaluru,luxury sedan,automatic,1.8 tsi lk at,electronic city,karnataka,ka51,skoda,superb,2,great,True,False,5
diesel,57954,881499,bengaluru,luxury suv,manual,w8 fwd,banglore-cafe dly,karnataka,ka03,mahindra,xuv500,2,great,True,False,7
diesel,41828,1901828,bengaluru,luxury sedan,manual,cla 200 cdi sport,bengaluru,karnataka,ka02,mercedes benz,cla class,1,great,True,False,6
petrol,105937,467899,bengaluru,hatchback,manual,1.2 v mt,bengaluru,karnataka,ka05,honda,jazz,2,great,True,False,6
diesel,106551,187199,bengaluru,sedan,manual,1.4 exi tdci,banglore-cafe dly,karnataka,ka03,ford,fiesta,2,good,True,False,12
diesel,186392,1030097,bengaluru,suv,manual,2.5 vx 8 str bs iv,bengaluru,karnataka,ka04,toyota,innova,2,great,True,False,7
diesel,97092,571899,bengaluru,hatchback,manual,zdi,bengaluru,karnataka,ka50,maruti,swift,1,great,True,False,5
petrol,204972,393799,bengaluru,sedan,automatic,s at,bengaluru,karnataka,ka04,honda,city,1,great,True,False,12
diesel,63529,944299,bengaluru,luxury sedan,manual,d 4d g,bangalore central,karnataka,ka04,toyota,corolla altis,1,great,True,False,7
diesel,94495,768399,bengaluru,luxury suv,manual,w6 4x2,bengaluru,karnataka,ka05,mahindra,xuv500,1,great,True,False,7
diesel,120349,769999,bengaluru,luxury suv,manual,w8 fwd,bengaluru,karnataka,ka03,mahindra,xuv500,1,great,True,False,8
diesel,120240,387899,bengaluru,sedan,manual,elegance 1.6 tdi mt,banglore-cafe dly,karnataka,ka04,skoda,rapid,1,good,True,False,9
diesel,160426,411199,bengaluru,sedan,manual,gd,electronic city,karnataka,ka51,toyota,etios,2,great,True,False,7
diesel,131550,699599,bengaluru,suv,manual,zdi plus shvs,electronic city,karnataka,ka51,maruti,ertiga,1,great,True,False,5
petrol,113456,470199,bengaluru,suv,manual,xl p,bangalore south,karnataka,ka05,nissan,terrano,1,great,True,False,7
petrol,34661,180000,bengaluru,hatchback,manual,gls,bangalore central,karnataka,ka03,hyundai,santro xing,3,good,True,False,13
petrol,32945,480000,bengaluru,hatchback,manual,zxi,bengaluru,karnataka,ka04,maruti,swift,2,great,True,False,7
petrol,51935,130000,bengaluru,hatchback,manual,vxi,bangalore central,karnataka,ka01,maruti,zen,2,great,True,False,16
diesel,80189,210000,bengaluru,hatchback,manual,emotion 1.3,bangalore central,karnataka,ka01,fiat,grand punto,1,fair,True,False,12
diesel,41940,850000,bengaluru,suv,manual,alpha shvs,bengaluru,karnataka,ka03,maruti,s cross,1,great,True,False,3
petrol,42481,257499,bengaluru,sedan,manual,emotion pk 1.4,bengaluru,karnataka,ka51,fiat,linea,2,good,True,False,11
petrol,19385,453599,bengaluru,hatchback,manual,zxi,bengaluru,karnataka,ka01,maruti,celerio,1,great,True,False,3
petrol,21465,684899,bengaluru,suv,manual,rxl petrol 104,bengaluru,karnataka,ka51,renault,duster,1,great,True,False,5
petrol,6126,335999,bengaluru,hatchback,manual,rxl,bangalore central,karnataka,ka41,renault,kwid,1,great,True,False,3
petrol,3430,558899,bengaluru,hatchback,manual,lxi,bengaluru,karnataka,ka05,maruti,swift,1,great,True,False,2
petrol,22333,515899,bengaluru,hatchback,missing,xza 1.2 revotron,bengaluru,karnataka,ka04,tata,tiago,2,great,True,False,4
petrol,42627,540899,bengaluru,sedan,manual,fluidic 1.6 sx vtvt,bangalore central,karnataka,ka01,hyundai,verna,1,great,True,False,8
petrol,9475,679499,bengaluru,hatchback,manual,1.2 sx,bengaluru,karnataka,ka04,hyundai,i20 active,1,great,True,False,5
petrol,20911,684499,bengaluru,hatchback,automatic,delta 1.2 k12 amt,bengaluru,karnataka,ka51,maruti,baleno,1,great,True,False,4
petrol,44515,345199,bengaluru,hatchback,automatic,vxi abs at,bengaluru,karnataka,ka51,maruti,a star,2,great,True,False,8
diesel,3263,1309766,bengaluru,suv,missing,s5,bengaluru,karnataka,ka41,mahindra,scorpio,1,great,True,False,1
electric,51643,258999,bengaluru,hatchback,manual,e20 t2,bangalore central,karnataka,ka01,mahindra,reva,1,great,True,False,7
petrol,9004,612199,bengaluru,sedan,manual,1.2 smt i vtec,bengaluru,karnataka,ka04,honda,amaze,1,great,True,False,3
diesel,65269,727399,bengaluru,hatchback,manual,1.4 crdi asta (o),bengaluru,karnataka,ka03,hyundai,elite i20,1,great,True,False,4
petrol,22938,632199,bengaluru,hatchback,manual,high line plus 1.0,bangaloresouth,karnataka,ka05,volkswagen,polo,1,great,True,False,3
petrol,16964,634099,bengaluru,missing,missing,titanium 1.2 ti-vct mt,bengaluru,karnataka,ka01,ford,freestyle,1,great,True,False,3
diesel,74600,467099,bengaluru,sedan,manual,fluidic 1.6 sx crdi,bengaluru,karnataka,ka03,hyundai,verna,1,great,True,False,10
petrol,57087,232899,bengaluru,hatchback,manual,t,bengaluru,karnataka,ka53,datsun,go plus,2,great,True,False,6
diesel,21687,772799,bengaluru,suv,manual,vdi opt,bengaluru,karnataka,ka03,maruti,vitara brezza,1,great,True,False,4
petrol,70204,225599,bengaluru,hatchback,manual,1.2 zxi duratec,electronic city,karnataka,ka51,ford,figo,4,fair,True,False,11
diesel,50066,422599,bengaluru,suv,manual,k8 d 6 str,kolar,karnataka,ka05,mahindra,kuv100,2,great,True,False,5
petrol,15457,1641099,bengaluru,missing,missing,1.4 gtx+ turbo gdi petrol at,bengaluru,karnataka,ka04,kia,seltos,1,great,True,False,2
diesel,126789,729399,bengaluru,suv,manual,2.5 g1 bs iv,electronic city,karnataka,ka51,toyota,innova,2,great,True,False,8
diesel,30121,991199,bengaluru,suv,manual,2.5 g2 7 seater,bengaluru,karnataka,ka04,toyota,innova,1,great,True,False,8
petrol,48999,26000,bengaluru,hatchback,manual,l2,banglore-cafe dly,karnataka,ka03,hyundai,santro,1,overpriced,False,False,22
petrol,60084,175000,bengaluru,hatchback,manual,gls,bangalore central,karnataka,ka02,hyundai,santro xing,1,good,True,False,14
diesel,127069,500000,bengaluru,suv,manual,vdi abs,bangalore central,karnataka,ka51,maruti,ertiga,1,good,True,True,9
petrol,98218,92000,bengaluru,sedan,manual,gls 1.6 abs,bangalore central,karnataka,ka01,hyundai,accent,2,overpriced,False,False,17
petrol,62536,280000,bengaluru,hatchback,manual,xv petrol,bengaluru,karnataka,ka03,nissan,micra,3,good,False,False,8
petrol,37682,650000,bengaluru,hatchback,manual,alpha 1.2 k12,bangalore central,karnataka,ka01,maruti,baleno,1,great,True,True,5
petrol,28239,2024000,bengaluru,luxury sedan,manual,hybrid,bengaluru,karnataka,ka03,toyota,camry,1,good,True,True,4
petrol,37162,220000,bengaluru,hatchback,manual,lxi,bangalore central,karnataka,ka01,maruti,alto 800,2,good,True,False,9
petrol,62812,160000,bengaluru,hatchback,manual,vxi,electronic city,karnataka,ka51,maruti,alto k10,2,great,True,False,9
diesel,42013,677000,bengaluru,hatchback,manual,1.5 sv i dtec,banglore-cafe dly,karnataka,ka03,honda,jazz,1,fair,True,False,5
petrol,57886,182000,bengaluru,hatchback,manual,lxi,bengaluru,karnataka,ka03,maruti,alto,2,great,True,False,11
petrol,49947,350000,bengaluru,hatchback,manual,vxi bs iv,bangalore south,karnataka,ka05,maruti,ritz,2,fair,True,False,10
diesel,106839,700000,bengaluru,luxury sedan,automatic,320d highline,bangalore central,karnataka,ka01,bmw,3 series,1,great,True,False,12
petrol,86895,185000,bengaluru,hatchback,automatic,gls at,bangalore central,karnataka,ka01,hyundai,santro xing,1,good,True,False,13
diesel,201521,425000,bengaluru,suv,manual,2.5 g1,bengaluru,karnataka,ka01,toyota,innova,2,fair,True,False,16
diesel,66419,738000,bengaluru,sedan,manual,zdi+ shvs,bengaluru,karnataka,ka02,maruti,ciaz,1,great,True,False,4
diesel,16772,871000,bengaluru,suv,manual,zdi plus shvs,bengaluru,karnataka,ka04,maruti,ertiga,1,good,True,False,3
petrol,21425,800000,bengaluru,suv,manual,1.5 v opt. i vtec,bengaluru,karnataka,ka04,honda,mobilio,1,fair,True,False,6
diesel,62597,540000,bengaluru,sedan,manual,fluidic 1.6 sx crdi,bengaluru,karnataka,ka41,hyundai,verna,3,fair,True,False,10
diesel,185551,200000,bengaluru,suv,manual,d2 bs iv,banglore-cafe dly,karnataka,ka03,mahindra,xylo,2,fair,True,False,10
diesel,119365,450000,bengaluru,sedan,manual,vdi bs iv,bengaluru,karnataka,ka02,maruti,swift dzire,2,good,True,False,9
